row_id,workflow_type,task_count,instance,actual_num_tasks,num_edges,dag_depth,max_parallel_width,critical_path_tasks,num_task_categories,total_input_bytes,platform_name,num_hosts,cores_per_host,total_cores,speed_gf,net_bw,net_lat,disk_bw,watt_idle,watt_busy,makespan_sec,energy_joules
15208d97e4,Genome,1000,3,998,1300,3,626,3,4,1096409778351,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,1097.7095,98699.72
3023bee27a,Genome,1000,3,998,1300,3,626,3,4,1096409778351,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,1096.6938,79875.86
9041fdfa08,Genome,1000,3,998,1300,3,626,3,4,1096409778351,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,1096.6403,148063.92
0ad3dfc1a7,Genome,1000,3,998,1300,3,626,3,4,1096409778351,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,1096.6391,493518.67
a70bd9b236,Genome,1000,4,998,1297,3,629,3,4,1071175483524,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,1072.2156,24200.59
96d7161787,Genome,1000,4,998,1297,3,629,3,4,1071175483524,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,1072.4737,96461.54
e7af3bab46,Genome,1000,4,998,1297,3,629,3,4,1071175483524,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,1071.5708,78048.07
4623354245,Genome,1000,4,998,1297,3,629,3,4,1071175483524,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,1071.515,144672.56
e192f19de1,Genome,1000,4,998,1297,3,629,3,4,1071175483524,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,1071.5137,482213.25
159024bb42,Genome,1000,5,998,1299,3,630,3,4,1119203491667,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,1120.3694,25235.84
7b7fa6970b,Genome,1000,5,998,1299,3,630,3,4,1119203491667,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,1120.7543,100777.79
6bfd103e39,Genome,1000,5,998,1299,3,630,3,4,1119203491667,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,1119.5615,81541.78
9eeb5590ec,Genome,1000,5,998,1299,3,630,3,4,1119203491667,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,1119.5164,151152.75
66cf242da5,Genome,1000,5,998,1299,3,630,3,4,1119203491667,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,1119.5174,503814.89
48fb39201a,Genome,1000,6,998,1323,3,615,3,4,1089072754452,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,1090.5741,24516.05
5aa8fb5de0,Genome,1000,6,998,1323,3,615,3,4,1089072754452,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,1090.9234,98070.74
69f74c8d5a,Genome,1000,6,998,1323,3,615,3,4,1089072754452,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,1089.4335,79345.87
901a9c0263,Genome,1000,6,998,1323,3,615,3,4,1089072754452,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,1089.3551,147079.72
4977b82523,Genome,1000,6,998,1323,3,615,3,4,1089072754452,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,1089.3576,490240.77
e035aefb42,Genome,1000,7,998,1296,3,628,3,4,1090168304571,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,1091.319,24598.36
2ecf4a69ff,Genome,1000,7,998,1296,3,628,3,4,1090168304571,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,1091.5326,98158.84
b4ad2e26dc,Genome,1000,7,998,1296,3,628,3,4,1090168304571,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,1090.4894,79424.92
2d7c80d10d,Genome,1000,7,998,1296,3,628,3,4,1090168304571,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,1090.4427,147227.59
044f530c1c,Genome,1000,7,998,1296,3,628,3,4,1090168304571,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,1090.4412,490730.25
abb30f6bdf,Genome,1000,8,998,1308,3,619,3,4,1089261419160,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,1090.355,24567.04
26140d09b4,Genome,1000,8,998,1308,3,619,3,4,1089261419160,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,1090.6015,98070.22
18c1f283d1,Genome,1000,8,998,1308,3,619,3,4,1089261419160,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,1089.5877,79358.92
e56bf66254,Genome,1000,8,998,1308,3,619,3,4,1089261419160,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,1089.5333,147104.66
5da256a90a,Genome,1000,8,998,1308,3,619,3,4,1089261419160,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,1089.5321,490320.86
b971a91c50,Genome,1000,9,998,1302,3,628,3,4,1096247918225,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,1097.1532,24663.39
063f64e87c,Genome,1000,9,998,1302,3,628,3,4,1096247918225,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,1097.3497,98648.24
b311c87449,Genome,1000,9,998,1302,3,628,3,4,1096247918225,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,1096.5317,79862.81
35b7893cde,Genome,1000,9,998,1302,3,628,3,4,1096247918225,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,1096.4877,148042.72
5eba94c117,Genome,1000,9,998,1302,3,628,3,4,1096247918225,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,1096.4867,493449.03
260c4b4b0f,Genome,1000,10,998,1314,3,617,3,4,1058304877358,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,1059.2357,23845.62
2820183456,Genome,1000,10,998,1314,3,617,3,4,1058304877358,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,1059.4173,95255.79
42162339ca,Genome,1000,10,998,1314,3,617,3,4,1058304877358,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,1058.5657,77098.8
13ea6710dc,Genome,1000,10,998,1314,3,617,3,4,1058304877358,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,1058.5408,142919.84
cb373d8c66,Genome,1000,10,998,1314,3,617,3,4,1058304877358,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,1058.548,476376.55
837e115d55,Montage,100,1,96,190,8,30,8,8,4451163824,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,17.5561,900.65
76eae00835,Montage,100,1,96,190,8,30,8,8,4451163824,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,18.265,1898.33
14200599c7,Montage,100,1,96,190,8,30,8,8,4451163824,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,14.4521,1069.3
aef92500c7,Montage,100,1,96,190,8,30,8,8,4451163824,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,14.264,1933.86
b497125c78,Montage,100,1,96,190,8,30,8,8,4451163824,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,14.2597,6431.47
faac8e8f76,Montage,100,2,97,210,8,34,8,8,4010162197,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,18.3179,921.71
23aaacf1c4,Montage,100,2,97,210,8,34,8,8,4010162197,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,17.1862,1804.25
19275098a7,Montage,100,2,97,210,8,34,8,8,4010162197,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,13.4715,998.07
fd8227e595,Montage,100,2,97,210,8,34,8,8,4010162197,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,13.2733,1800.19
70f5482937,Montage,100,2,97,210,8,34,8,8,4010162197,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,13.2687,5985.68
cb891b9c1c,Montage,100,3,97,211,8,34,8,8,4142376626,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,17.6579,907.81
15bd6269d7,Montage,100,3,97,211,8,34,8,8,4142376626,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,17.5663,1838.38
731f597125,Montage,100,3,97,211,8,34,8,8,4142376626,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,13.8553,1026.02
06d863ed8f,Montage,100,3,97,211,8,34,8,8,4142376626,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,13.6673,1853.38
da2c2c404e,Montage,100,3,97,211,8,34,8,8,4142376626,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,13.6629,6163.08
5a443d9bdc,Montage,100,4,97,219,8,34,8,8,3892628442,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,18.6537,965.91
9c66b2f67a,Montage,100,4,97,219,8,34,8,8,3892628442,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,18.9526,1980.93
3cbde7f2e0,Montage,100,4,97,219,8,34,8,8,3892628442,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,13.8187,1024.56
f84d99baff,Montage,100,4,97,219,8,34,8,8,3892628442,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,13.6188,1847.42
a7352974b9,Montage,100,4,97,219,8,34,8,8,3892628442,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,13.6145,6142.3
ae77f90a8c,Montage,100,5,97,219,8,34,8,8,4200731211,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,18.1769,935.08
9ba2cfb600,Montage,100,5,97,219,8,34,8,8,4200731211,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,18.4259,1923.4
1471793068,Montage,100,5,97,219,8,34,8,8,4200731211,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,14.6433,1083.91
f31147549c,Montage,100,5,97,219,8,34,8,8,4200731211,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,14.4451,1958.63
f7542bb7c3,Montage,100,5,97,219,8,34,8,8,4200731211,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,14.4405,6513.42
30368b00d8,Montage,100,6,97,210,8,34,8,8,4762710025,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,20.0349,972.26
9577e39463,Montage,100,6,97,210,8,34,8,8,4762710025,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,18.973,1970.91
235780e315,Montage,100,6,97,210,8,34,8,8,4762710025,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,15.0837,1115.88
d3b8b1a952,Montage,100,6,97,210,8,34,8,8,4762710025,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,14.8852,2018.0
36be839fb3,Montage,100,6,97,210,8,34,8,8,4762710025,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,14.8806,6711.39
b7346bfbd3,Montage,100,7,96,190,8,30,8,8,4455126555,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,81.1741,2754.45
4b167cf899,Montage,100,7,96,190,8,30,8,8,4455126555,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,103.7877,9790.61
f3746dcfd6,Montage,100,7,96,190,8,30,8,8,4455126555,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,15.9799,1196.49
9031488e61,Montage,100,7,96,190,8,30,8,8,4455126555,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,14.2774,1943.31
02f35a4d73,Montage,100,7,96,190,8,30,8,8,4455126555,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,14.2728,6450.98
064577a2f0,Montage,100,8,97,217,8,34,8,8,4176536371,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,19.6542,974.0
1cf4b9cf23,Montage,100,8,97,217,8,34,8,8,4176536371,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,18.1461,1902.01
1f85933c04,Montage,100,8,97,217,8,34,8,8,4176536371,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,14.1915,1051.26
3fa1c98dfe,Montage,100,8,97,217,8,34,8,8,4176536371,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,14.0035,1899.13
79efd6c0cf,Montage,100,8,97,217,8,34,8,8,4176536371,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,13.9991,6315.01
83f458c819,Montage,100,9,97,209,8,34,8,8,3869527533,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,18.7809,931.06
132ae656cc,Montage,100,9,97,209,8,34,8,8,3869527533,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,17.3781,1821.1
2e35a1d33b,Montage,100,9,97,209,8,34,8,8,3869527533,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,13.5499,1003.76
e0d03edbf6,Montage,100,9,97,209,8,34,8,8,3869527533,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,13.3557,1811.29
ab786cebca,Montage,100,9,97,209,8,34,8,8,3869527533,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,13.3511,6022.75
94db765896,Montage,100,10,96,190,8,30,8,8,4277050089,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,17.2411,874.62
26a9503d03,Montage,100,10,96,190,8,30,8,8,4277050089,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,17.5665,1826.1
55fb6c27b4,Montage,100,10,96,190,8,30,8,8,4277050089,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,13.8104,1021.95
92da686152,Montage,100,10,96,190,8,30,8,8,4277050089,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,13.6198,1846.59
99eb887297,Montage,100,10,96,190,8,30,8,8,4277050089,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,13.6154,6141.02
bf38572264,Montage,150,1,147,336,8,66,8,8,5066916031,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,24.0956,1284.55
095f96f5d6,Montage,150,1,147,336,8,66,8,8,5066916031,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,22.0365,2358.92
22e914dfb3,Montage,150,1,147,336,8,66,8,8,5066916031,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,18.3464,1360.8
4724444970,Montage,150,1,147,336,8,66,8,8,5066916031,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,18.1584,2463.43
487c96f896,Montage,150,1,147,336,8,66,8,8,5066916031,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,18.1541,8190.74
22a6f6810f,Montage,150,2,148,339,8,67,8,8,5004919960,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,39.8409,1794.29
edb924d147,Montage,150,2,148,339,8,67,8,8,5004919960,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,46.7895,4658.71
2ce3652143,Montage,150,2,148,339,8,67,8,8,5004919960,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,18.532,1379.93
8a26418e93,Montage,150,2,148,339,8,67,8,8,5004919960,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,18.3338,2489.79
797907c55f,Montage,150,2,148,339,8,67,8,8,5004919960,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,18.3292,8274.34
25802b3a5c,Montage,150,3,146,356,8,72,8,8,4408939619,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,22.8541,1235.82
81977dfd97,Montage,150,3,146,356,8,72,8,8,4408939619,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,21.4056,2291.34
df61056e2f,Montage,150,3,146,356,8,72,8,8,4408939619,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,17.6108,1306.52
a2509f29c0,Montage,150,3,146,356,8,72,8,8,4408939619,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,17.4228,2363.77
b7fdd4fbf6,Montage,150,3,146,356,8,72,8,8,4408939619,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,17.4184,7859.09
cf2c4c99b2,Montage,150,4,147,337,8,66,8,8,4786867041,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,21.9653,1236.95
92fa8bee46,Montage,150,4,147,337,8,66,8,8,4786867041,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,22.0632,2360.4
7bb1a4af65,Montage,150,4,147,337,8,66,8,8,4786867041,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,18.2921,1356.79
5dfd1da123,Montage,150,4,147,337,8,66,8,8,4786867041,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,18.1041,2456.06
03cd2b2314,Montage,150,4,147,337,8,66,8,8,4786867041,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,18.0997,8166.24
9fafc00fb9,Montage,150,5,148,339,8,67,8,8,5084261101,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,186.5795,5946.21
81e9f35c5d,Montage,150,5,148,339,8,67,8,8,5084261101,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,229.3821,21488.31
040020042d,Montage,150,5,148,339,8,67,8,8,5084261101,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,31.7695,2376.38
5093728e45,Montage,150,5,148,339,8,67,8,8,5084261101,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,21.3958,2918.82
b25dc44fea,Montage,150,5,148,339,8,67,8,8,5084261101,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,21.1545,9573.61
5b78cd1efa,Montage,150,6,145,330,8,64,8,8,4947938234,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,23.4668,1267.11
3a6ca115dd,Montage,150,6,145,330,8,64,8,8,4947938234,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,21.4661,2305.94
b0a6ba1205,Montage,150,6,145,330,8,64,8,8,4947938234,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,17.816,1322.05
4f65f2499c,Montage,150,6,145,330,8,64,8,8,4947938234,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,17.628,2391.75
24d2adbe3e,Montage,150,6,145,330,8,64,8,8,4947938234,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,17.6236,7951.92
5a2f6def0c,Montage,150,7,146,331,8,65,8,8,4996596989,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,22.8163,1255.98
712e7f389c,Montage,150,7,146,331,8,65,8,8,4996596989,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,22.9164,2437.05
3972405bb3,Montage,150,7,146,331,8,65,8,8,4996596989,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,19.1609,1420.06
778d5f7ad6,Montage,150,7,146,331,8,65,8,8,4996596989,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,18.9729,2573.36
3336e4e878,Montage,150,7,146,331,8,65,8,8,4996596989,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,18.9685,8557.21
bcbaa81845,Montage,150,8,145,330,8,64,8,8,4811428405,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,24.2593,1303.74
1ff5323af0,Montage,150,8,145,330,8,64,8,8,4811428405,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,22.0079,2364.32
b58e8a03ae,Montage,150,8,145,330,8,64,8,8,4811428405,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,18.2276,1352.67
2fbe363774,Montage,150,8,145,330,8,64,8,8,4811428405,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,18.0337,2446.84
125e1bfb14,Montage,150,8,145,330,8,64,8,8,4811428405,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,18.0294,8135.07
c286a300c3,Montage,150,9,147,336,8,66,8,8,4847367489,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,22.9808,1279.98
4ed5f1201f,Montage,150,9,147,336,8,66,8,8,4847367489,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,21.3516,2307.54
e97645296a,Montage,150,9,147,336,8,66,8,8,4847367489,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,17.5798,1305.63
a1cee42aa0,Montage,150,9,147,336,8,66,8,8,4847367489,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,17.3859,2359.44
38006b700f,Montage,150,9,147,336,8,66,8,8,4847367489,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,17.3823,7844.01
2bff96a571,Montage,150,10,147,337,8,66,8,8,4654719693,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,21.3325,1223.87
75657e44b5,Montage,150,10,147,337,8,66,8,8,4654719693,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,20.8635,2253.41
d9a248269d,Montage,150,10,147,337,8,66,8,8,4654719693,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,17.1083,1270.62
d6302ea279,Montage,150,10,147,337,8,66,8,8,4654719693,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,16.9113,2295.04
9ed11b473e,Montage,150,10,147,337,8,66,8,8,4654719693,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,16.9067,7629.39
03c9d1ed99,Montage,200,1,196,453,8,90,8,8,6292150111,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,60.3337,2602.21
cde8cb503c,Montage,200,1,196,453,8,90,8,8,6292150111,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,67.2428,6673.59
7f742288b9,Montage,200,1,196,453,8,90,8,8,6292150111,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,23.4318,1748.71
008c19eb4d,Montage,200,1,196,453,8,90,8,8,6292150111,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,23.2623,3160.91
976b053a0c,Montage,200,1,196,453,8,90,8,8,6292150111,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,23.2621,10504.42
3649ecca12,Montage,200,2,195,463,8,89,8,8,6432509368,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,30.2544,1697.54
3a4cdef4cb,Montage,200,2,195,463,8,89,8,8,6432509368,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,27.1739,2960.56
5896615626,Montage,200,2,195,463,8,89,8,8,6432509368,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,23.3584,1734.89
ad3d69ca98,Montage,200,2,195,463,8,89,8,8,6432509368,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,23.2052,3149.15
ae2c61f235,Montage,200,2,195,463,8,89,8,8,6432509368,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,23.2052,10471.62
2ab104a176,Montage,200,3,197,485,8,91,8,8,6569563327,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,451.725,13703.88
b7b3afae4f,Montage,200,3,197,485,8,91,8,8,6569563327,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,564.4574,52487.64
f7c281bac0,Montage,200,3,197,485,8,91,8,8,6569563327,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,67.509,5045.79
a1bbaa0796,Montage,200,3,197,485,8,91,8,8,6569563327,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,41.4007,5651.8
01796b1fde,Montage,200,3,197,485,8,91,8,8,6569563327,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,40.7972,18470.29
445a4d6aed,Montage,200,4,198,463,8,92,8,8,6129699059,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,29.937,1666.26
d5a04b730a,Montage,200,4,198,463,8,92,8,8,6129699059,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,27.2622,2956.04
3e79e4238a,Montage,200,4,198,463,8,92,8,8,6129699059,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,23.4732,1742.44
15015ef3c2,Montage,200,4,198,463,8,92,8,8,6129699059,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,23.3019,3161.82
2b643185cd,Montage,200,4,198,463,8,92,8,8,6129699059,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,23.3019,10514.43
7ad8d1ed38,Montage,200,5,196,460,8,90,8,8,6225217935,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,29.7586,1682.16
30e4e5bf46,Montage,200,5,196,460,8,90,8,8,6225217935,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,27.4774,2985.29
5601d60947,Montage,200,5,196,460,8,90,8,8,6225217935,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,23.6362,1754.96
bd83b46042,Montage,200,5,196,460,8,90,8,8,6225217935,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,23.4758,3185.61
96564da317,Montage,200,5,196,460,8,90,8,8,6225217935,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,23.4756,10593.15
9ed53f6cbc,Montage,200,6,198,487,8,92,8,8,6277010187,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,88.8667,3398.15
3dd4adcad2,Montage,200,6,198,487,8,92,8,8,6277010187,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,105.5803,10193.54
df0cd6c870,Montage,200,6,198,487,8,92,8,8,6277010187,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,24.6077,1840.31
1e75dda6ef,Montage,200,6,198,487,8,92,8,8,6277010187,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,24.4088,3318.55
3e663fe927,Montage,200,6,198,487,8,92,8,8,6277010187,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,24.4086,11025.44
7366b81af6,Montage,200,7,198,466,8,90,8,8,6194889407,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,27.6479,1653.22
0282077ca4,Montage,200,7,198,466,8,90,8,8,6194889407,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,26.5649,2912.06
febde4e6ed,Montage,200,7,198,466,8,90,8,8,6194889407,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,22.7368,1690.02
4d574526fe,Montage,200,7,198,466,8,90,8,8,6194889407,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,22.5839,3065.46
d81b43db79,Montage,200,7,198,466,8,90,8,8,6194889407,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,22.5839,10192.35
ba5db798b9,Montage,200,8,196,453,8,90,8,8,6397884918,lenovo_st45,1,12,12,40.8,3125,0.01,1000,21.5,105,30.3978,1679.52
b1b618d38a,Montage,200,8,196,453,8,90,8,8,6397884918,lenovo_thinkedge,2,16,32,32.0,3125,0.01,1000,44.7,89,27.1784,2950.25
e01507ff0b,Montage,200,8,196,453,8,90,8,8,6397884918,dell_r6715,1,160,160,336.0,3125,0.01,1000,72.8,374,23.4226,1738.87
9a8033dbc0,Montage,200,8,196,453,8,90,8,8,6397884918,dell_r6725,1,320,320,672.0,3125,0.01,1000,135,711,23.2402,3153.54
191d5fa5a6,Montage,200,8,196,453,8,90,8,8,6397884918,lenovo_sr850,1,344,344,688.0,3125,0.01,1000,450,1578,23.24,10486.66
