ACTUAL_NUM_TASKS,CRITICAL_PATH_TASKS,DAG_DEPTH,ENERGY_JOULES,MAX_PARALLEL_WIDTH,NUM_EDGES,NUM_TASK_CATEGORIES,PLATFORM_CORES_PER_HOST,PLATFORM_DISK_BW_MBPS,PLATFORM_HOST_SPEED_GF,PLATFORM_NAME,PLATFORM_NET_BW_MBPS,PLATFORM_NET_LATENCY_MS,PLATFORM_NUM_HOSTS,PLATFORM_TOTAL_CORES,PLATFORM_WATT_BUSY,PLATFORM_WATT_IDLE,SIMULATED_MAKESPAN_SEC,TOTAL_INPUT_BYTES,WORKFLOW_TYPE
148,2,1,0.56,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.005256,2806995,Seismology
148,2,1,0.57,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.005278,2835083,Seismology
148,2,1,0.57,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.005176,2787092,Seismology
148,2,1,0.55,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.0054,2782577,Seismology
148,2,1,0.53,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.005107,2933741,Seismology
148,2,1,0.56,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.005056,2832227,Seismology
148,2,1,0.54,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.005076,2825914,Seismology
148,2,1,0.57,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.005189,2847176,Seismology
148,2,1,0.53,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.005085,2828647,Seismology
148,2,1,0.53,147,147,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.004979,2674921,Seismology
148,2,1,0.75,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.00492,2764859,Seismology
148,2,1,0.77,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.005119,2874595,Seismology
148,2,1,0.76,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.004963,2745786,Seismology
148,2,1,0.73,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.004763,2626933,Seismology
148,2,1,0.74,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.004878,2699753,Seismology
148,2,1,0.75,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.004916,2777571,Seismology
148,2,1,0.73,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.004763,2677435,Seismology
148,2,1,0.75,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.004856,2746970,Seismology
148,2,1,0.73,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.004687,2626325,Seismology
148,2,1,0.73,147,147,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.004817,2712114,Seismology
148,2,1,2.37,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.004934,2780721,Seismology
148,2,1,2.28,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.004761,2625926,Seismology
148,2,1,2.36,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.004931,2720329,Seismology
148,2,1,2.41,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.004975,2776110,Seismology
148,2,1,2.41,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.005018,2775677,Seismology
148,2,1,2.38,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.004955,2778103,Seismology
148,2,1,2.26,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.004657,2623376,Seismology
148,2,1,2.21,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.004619,2570006,Seismology
148,2,1,2.36,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.00488,2758519,Seismology
148,2,1,2.43,147,147,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.005031,2810966,Seismology
198,2,1,0.74,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007093,3502931,Seismology
198,2,1,0.74,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007143,3572091,Seismology
198,2,1,0.81,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007433,3774914,Seismology
198,2,1,0.75,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007221,3596190,Seismology
198,2,1,0.78,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007414,3669534,Seismology
198,2,1,0.78,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007455,3662175,Seismology
198,2,1,0.77,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007135,3541211,Seismology
198,2,1,0.75,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007129,3558841,Seismology
198,2,1,0.79,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007499,3728686,Seismology
198,2,1,0.79,197,197,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.007409,3552446,Seismology
198,2,1,0.97,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.006337,3604385,Seismology
198,2,1,0.99,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.00658,3752278,Seismology
198,2,1,0.99,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.006509,3727358,Seismology
198,2,1,0.94,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.006225,3522510,Seismology
198,2,1,0.99,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.006473,3699619,Seismology
198,2,1,0.96,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.00621,3547307,Seismology
198,2,1,0.97,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.006392,3630785,Seismology
198,2,1,0.97,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.006379,3599795,Seismology
198,2,1,0.97,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.006368,3638339,Seismology
198,2,1,1.0,197,197,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.00658,3787171,Seismology
198,2,1,3.15,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.006517,3705047,Seismology
198,2,1,3.04,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.006312,3613263,Seismology
198,2,1,3.03,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.00628,3582008,Seismology
198,2,1,3.06,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.006386,3604802,Seismology
198,2,1,3.15,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.006564,3808719,Seismology
198,2,1,3.04,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.006268,3598615,Seismology
198,2,1,2.98,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.006158,3523333,Seismology
198,2,1,3.03,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.006313,3639624,Seismology
198,2,1,3.02,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.006273,3588375,Seismology
198,2,1,3.07,197,197,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.006358,3558760,Seismology
248,2,1,0.95,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.008544,4371090,Seismology
248,2,1,0.95,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.008842,4559324,Seismology
248,2,1,0.93,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.008872,4617982,Seismology
248,2,1,0.92,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.008705,4667575,Seismology
248,2,1,0.92,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.008721,4434480,Seismology
248,2,1,0.92,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.008703,4503029,Seismology
248,2,1,0.94,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.008967,4600342,Seismology
248,2,1,0.93,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.00893,4485120,Seismology
248,2,1,0.94,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.008713,4552624,Seismology
248,2,1,0.89,247,247,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.008439,4422572,Seismology
248,2,1,1.22,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.007952,4590539,Seismology
248,2,1,1.24,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.008118,4664313,Seismology
248,2,1,1.22,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.007908,4503461,Seismology
248,2,1,1.2,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.007774,4454372,Seismology
248,2,1,1.2,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.007831,4518687,Seismology
248,2,1,1.22,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.00806,4601947,Seismology
248,2,1,1.17,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.007584,4389851,Seismology
248,2,1,1.23,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.007983,4626216,Seismology
248,2,1,1.18,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.007737,4441609,Seismology
248,2,1,1.18,247,247,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.007684,4419730,Seismology
248,2,1,3.83,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.007928,4631404,Seismology
248,2,1,3.71,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.007693,4440688,Seismology
248,2,1,3.75,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.007806,4469512,Seismology
248,2,1,3.8,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.007873,4567067,Seismology
248,2,1,3.75,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.007773,4471495,Seismology
248,2,1,3.81,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.007881,4549364,Seismology
248,2,1,3.84,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.007965,4638723,Seismology
248,2,1,3.88,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.008037,4581977,Seismology
248,2,1,3.9,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.008129,4691584,Seismology
248,2,1,3.71,247,247,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.007652,4361658,Seismology
298,2,1,1.06,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.009716,5393097,Seismology
298,2,1,1.05,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.009852,5287558,Seismology
298,2,1,1.08,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.010125,5327318,Seismology
298,2,1,1.13,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.010504,5523087,Seismology
298,2,1,1.08,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.010007,5288375,Seismology
298,2,1,1.08,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.00993,5524053,Seismology
298,2,1,1.11,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.010031,5408739,Seismology
298,2,1,1.09,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.0099,5311050,Seismology
298,2,1,1.12,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.01044,5611410,Seismology
298,2,1,1.06,297,297,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.009722,5295598,Seismology
298,2,1,1.4,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.009127,5267527,Seismology
298,2,1,1.44,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.00929,5416258,Seismology
298,2,1,1.42,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.009214,5334838,Seismology
298,2,1,1.44,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.009335,5460403,Seismology
298,2,1,1.48,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.009629,5609858,Seismology
298,2,1,1.44,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.009367,5443558,Seismology
298,2,1,1.46,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.009555,5523236,Seismology
298,2,1,1.48,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.009691,5607652,Seismology
298,2,1,1.44,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.009434,5485957,Seismology
298,2,1,1.48,297,297,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.009676,5657599,Seismology
298,2,1,4.59,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.009491,5552076,Seismology
298,2,1,4.34,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.009004,5218158,Seismology
298,2,1,4.55,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.009392,5453737,Seismology
298,2,1,4.48,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.009271,5370987,Seismology
298,2,1,4.7,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.009765,5726218,Seismology
298,2,1,4.54,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.009392,5438923,Seismology
298,2,1,4.56,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.00949,5499442,Seismology
298,2,1,4.44,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.009199,5306808,Seismology
298,2,1,4.54,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.00945,5479435,Seismology
298,2,1,4.47,297,297,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.009288,5441191,Seismology
398,2,1,1.44,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.012856,7286979,Seismology
398,2,1,1.46,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.013313,7177574,Seismology
398,2,1,1.49,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.014015,7635042,Seismology
398,2,1,1.47,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.0138,7543823,Seismology
398,2,1,1.41,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.013094,7144936,Seismology
398,2,1,1.38,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.01294,7106583,Seismology
398,2,1,1.46,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.013195,7209260,Seismology
398,2,1,1.43,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.012888,7278141,Seismology
398,2,1,1.4,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.012722,7090056,Seismology
398,2,1,1.46,397,397,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.013254,7284204,Seismology
398,2,1,1.89,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.012345,7145494,Seismology
398,2,1,1.93,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.01269,7389487,Seismology
398,2,1,1.92,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.012528,7202383,Seismology
398,2,1,1.96,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.012783,7278763,Seismology
398,2,1,1.94,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.012691,7225552,Seismology
398,2,1,1.89,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.012277,7147856,Seismology
398,2,1,1.95,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.012755,7271222,Seismology
398,2,1,1.92,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.012508,7104413,Seismology
398,2,1,1.98,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.012891,7313658,Seismology
398,2,1,1.92,397,397,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.01255,7173679,Seismology
398,2,1,6.11,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.0127,7335959,Seismology
398,2,1,5.94,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.012356,7106160,Seismology
398,2,1,6.04,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.0125,7233874,Seismology
398,2,1,6.07,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.01255,7329342,Seismology
398,2,1,5.91,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.012244,7119319,Seismology
398,2,1,6.04,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.012584,7184796,Seismology
398,2,1,6.0,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.012432,7149822,Seismology
398,2,1,6.19,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.012861,7350720,Seismology
398,2,1,6.22,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.01292,7238067,Seismology
398,2,1,6.1,397,397,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.012676,7211262,Seismology
498,2,1,1.77,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.01591,8776422,Seismology
498,2,1,1.78,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.016452,9094391,Seismology
498,2,1,1.82,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.016386,9154635,Seismology
498,2,1,1.83,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.016469,9248340,Seismology
498,2,1,1.76,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.016082,9148022,Seismology
498,2,1,1.77,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.016285,9216613,Seismology
498,2,1,1.74,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.015747,8891477,Seismology
498,2,1,1.83,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.016641,9301857,Seismology
498,2,1,1.74,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.015671,8914449,Seismology
498,2,1,1.78,497,497,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.016074,9004943,Seismology
498,2,1,2.38,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015518,9156681,Seismology
498,2,1,2.37,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015417,9078480,Seismology
498,2,1,2.37,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015386,9050912,Seismology
498,2,1,2.38,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015553,9077837,Seismology
498,2,1,2.43,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015888,9345010,Seismology
498,2,1,2.43,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015873,9202769,Seismology
498,2,1,2.34,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015342,9094822,Seismology
498,2,1,2.42,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015694,9067491,Seismology
498,2,1,2.35,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015299,9007340,Seismology
498,2,1,2.35,497,497,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.015127,8906945,Seismology
498,2,1,7.61,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.015777,9257523,Seismology
498,2,1,7.46,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.015412,9017031,Seismology
498,2,1,7.53,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.015579,9273951,Seismology
498,2,1,7.39,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.015295,9017466,Seismology
498,2,1,7.69,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.016009,9352047,Seismology
498,2,1,7.47,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.015455,9077010,Seismology
498,2,1,7.53,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.015593,9107830,Seismology
498,2,1,7.53,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.015578,9120280,Seismology
498,2,1,7.5,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.015492,9153791,Seismology
498,2,1,7.66,497,497,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.015889,9308183,Seismology
698,2,1,2.45,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.022278,12691967,Seismology
698,2,1,2.52,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.022594,12868671,Seismology
698,2,1,2.46,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.022357,12750245,Seismology
698,2,1,2.45,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.021728,12571776,Seismology
698,2,1,2.46,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.022027,12650292,Seismology
698,2,1,2.43,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.022533,12981427,Seismology
698,2,1,2.46,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.022121,12584960,Seismology
698,2,1,2.39,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.021745,12557911,Seismology
698,2,1,2.43,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.022159,12774585,Seismology
698,2,1,2.51,697,697,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.022461,12657152,Seismology
698,2,1,3.33,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021624,12907619,Seismology
698,2,1,3.35,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021881,13048680,Seismology
698,2,1,3.25,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021146,12713692,Seismology
698,2,1,3.34,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021678,12806440,Seismology
698,2,1,3.28,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021406,12601865,Seismology
698,2,1,3.3,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021455,12707869,Seismology
698,2,1,3.24,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021134,12519023,Seismology
698,2,1,3.28,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021263,12642530,Seismology
698,2,1,3.3,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021504,12791403,Seismology
698,2,1,3.26,697,697,2,320,1000,672.0,dell_r6725,3125,0.01,1,320,711,135.0,0.021215,12676947,Seismology
698,2,1,10.33,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.021282,12600155,Seismology
698,2,1,10.47,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.021643,12676740,Seismology
698,2,1,10.28,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.021309,12505950,Seismology
698,2,1,10.48,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.02177,12951268,Seismology
698,2,1,10.63,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.022119,12783401,Seismology
698,2,1,10.29,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.021225,12576120,Seismology
698,2,1,10.38,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.021404,12751517,Seismology
698,2,1,10.25,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.021168,12391007,Seismology
698,2,1,10.22,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.021106,12580801,Seismology
698,2,1,10.68,697,697,2,344,1000,688.0,lenovo_sr850,3125,0.01,1,344,1578,450.0,0.02213,13078668,Seismology
998,2,1,3.54,997,997,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.03117,18071783,Seismology
998,2,1,3.47,997,997,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.031254,18336548,Seismology
998,2,1,3.46,997,997,2,160,1000,336.0,dell_r6715,3125,0.01,1,160,374,72.8,0.031363,18192988,Seismology
